timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1601652352749,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,35,0
1601652352786,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,16,0
1601652352794,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,23,0
1601652352803,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,46,0
1601652352818,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,33,0
1601652352849,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,17,0
1601652352749,116,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,59994,2326,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,2
1601652352757,25,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,1,http://localhost:8080/,,24,utf-8,1,0,home-pc,0,2
1601652352787,14,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,14,utf-8,1,0,home-pc,0,0
1601652352803,15,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,15,utf-8,1,0,home-pc,0,0
1601652352819,29,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,13391,344,1,2,http://localhost:8080/service/guestbook,,29,UTF-8,1,0,home-pc,0,0
1601652352850,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,514,1,2,http://localhost:8080/service/guestbook,,6,UTF-8,1,0,home-pc,0,0
1601652352856,9,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,13429,318,1,2,http://localhost:8080/service/guestbook,,9,UTF-8,1,0,home-pc,0,0
1601652352868,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652352881,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652352892,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,29,0
1601652352921,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,28,0
1601652352868,81,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,60137,2516,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652352868,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652352881,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,10,utf-8,1,0,home-pc,0,0
1601652352892,10,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652352903,17,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,13429,344,1,2,http://localhost:8080/service/guestbook,,17,UTF-8,1,0,home-pc,0,0
1601652352921,18,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,704,1,2,http://localhost:8080/service/guestbook,,18,UTF-8,1,0,home-pc,0,0
1601652352940,9,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,13534,318,1,2,http://localhost:8080/service/guestbook,,9,UTF-8,1,0,home-pc,0,0
1601652352794,187,UC_03_clearGuestbookHistory,200,"Number of samples in transaction : 4, number of failing samples : 0",UC_03_clearGuestbookHistory 2-1,,true,,40167,1094,1,2,null,,0,ISO-8859-1,1,0,home-pc,307,131
1601652352798,18,connect_to_server,200,,UC_03_clearGuestbookHistory 2-1,text,true,,22653,355,1,2,http://localhost:8080/,,18,utf-8,1,0,home-pc,0,1
1601652352819,10,click_guestbook_1,200,,UC_03_clearGuestbookHistory 2-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652352831,17,click_guestbook_2,200,,UC_03_clearGuestbookHistory 2-1,text,true,,13391,344,1,2,http://localhost:8080/service/guestbook,,17,UTF-8,1,0,home-pc,0,0
1601652352853,142,JDBC_DELETE_BOOK,200,OK,UC_03_clearGuestbookHistory 2-1,text,true,,11,0,1,2,null,,142,UTF-8,1,0,home-pc,0,130
1601652353289,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652353302,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652353289,26,UC_03_clearGuestbookHistory,200,"Number of samples in transaction : 3, number of failing samples : 0",UC_03_clearGuestbookHistory 2-1,,true,,27037,1094,1,2,null,,0,ISO-8859-1,1,0,home-pc,3,0
1601652353289,12,connect_to_server,200,,UC_03_clearGuestbookHistory 2-1,text,true,,22653,355,1,2,http://localhost:8080/,,12,utf-8,1,0,home-pc,0,0
1601652353302,9,click_guestbook_1,200,,UC_03_clearGuestbookHistory 2-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,9,utf-8,1,0,home-pc,0,0
1601652353311,5,click_guestbook_2,200,,UC_03_clearGuestbookHistory 2-1,text,true,,272,344,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652352950,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652353463,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652353473,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652353488,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652352950,548,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,33782,2398,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652353451,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652353463,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652353474,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652353483,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,272,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652353488,6,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,586,1,2,http://localhost:8080/service/guestbook,,6,UTF-8,1,0,home-pc,0,0
1601652353494,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,336,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652353499,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,515,0
1601652354014,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652354024,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,14,0
1601652354038,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652353499,549,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,33926,2444,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652354002,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652354015,8,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,8,utf-8,1,0,home-pc,0,0
1601652354024,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,9,utf-8,1,0,home-pc,0,0
1601652354034,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,336,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652354039,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,632,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652354044,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,416,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652354050,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,515,0
1601652354565,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652354576,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652354591,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652354050,552,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34062,2377,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652354551,13,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,12,utf-8,1,0,home-pc,0,0
1601652354565,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,10,utf-8,1,0,home-pc,0,0
1601652354576,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,9,utf-8,1,0,home-pc,0,0
1601652354586,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,416,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652354592,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,565,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652354598,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,472,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652354604,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652355117,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652355127,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,14,0
1601652355142,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652354604,548,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34214,2479,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652355105,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652355117,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652355128,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652355137,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,472,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652355142,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,667,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652355147,5,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,568,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652355153,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652355666,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652355676,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652355689,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652355153,545,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34370,2387,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652355655,10,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,10,utf-8,1,0,home-pc,0,0
1601652355666,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652355676,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652355685,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,568,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652355690,4,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,575,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652355695,3,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,628,318,1,2,http://localhost:8080/service/guestbook,,3,UTF-8,1,0,home-pc,0,0
1601652355699,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,514,0
1601652356213,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652356224,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652356237,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652355699,548,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34541,2536,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652356201,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652356214,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652356224,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652356233,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,628,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652356238,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,724,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652356243,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,739,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652356249,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652356762,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652356772,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,14,0
1601652356786,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652356249,546,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34691,2323,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652356750,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652356763,8,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,8,utf-8,1,0,home-pc,0,0
1601652356773,7,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,7,utf-8,1,0,home-pc,0,0
1601652356781,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,739,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652356786,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,511,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652356791,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,778,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652356796,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652357310,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652357320,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,14,0
1601652357335,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652356796,548,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34829,2494,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652357298,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,10,utf-8,1,0,home-pc,0,0
1601652357310,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652357321,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652357330,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,778,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652357335,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,682,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652357340,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,877,318,1,2,http://localhost:8080/service/guestbook,,3,UTF-8,1,0,home-pc,0,0
1601652357345,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,514,0
1601652357859,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652357870,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,91,0
1601652357962,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652357345,626,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,34999,2418,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652357847,11,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652357859,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,10,utf-8,1,0,home-pc,0,0
1601652357870,19,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,19,utf-8,1,0,home-pc,0,0
1601652357890,71,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,877,344,1,2,http://localhost:8080/service/guestbook,,71,UTF-8,1,0,home-pc,0,0
1601652357962,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,606,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652357967,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,948,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652357972,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,514,0
1601652358487,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652358497,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652358512,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652357972,550,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35189,2556,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652358474,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652358487,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652358498,9,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,9,utf-8,1,0,home-pc,0,0
1601652358508,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,948,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652358513,4,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,744,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652358518,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1067,318,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652358523,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652358535,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652358544,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,14,0
1601652358558,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652358523,48,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35388,2445,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652358524,10,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,10,utf-8,1,0,home-pc,0,0
1601652358535,8,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,8,utf-8,1,0,home-pc,0,0
1601652358544,8,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652358553,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1067,344,1,2,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652358558,8,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,633,1,2,http://localhost:8080/service/guestbook,,8,UTF-8,1,0,home-pc,0,0
1601652358566,5,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,1147,318,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652358572,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,513,0
1601652359086,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652359097,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652359112,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652358572,549,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,35564,2479,1,2,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652359073,12,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,1,2,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652359086,10,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,1,2,http://localhost:8080/clients.html,,10,utf-8,1,0,home-pc,0,0
1601652359097,10,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,1,2,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652359107,5,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,1147,344,1,2,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
